"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","344700","Palmerston","Total","Total","948",".."
2018,"Statistical Area 2","344700","Palmerston","Total stated","Total stated","948","100.0"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","1","European","2274"," 95.1"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","2","Maori","135","  5.6"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","3","Pacific peoples","33","  1.4"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","4","Asian","30","  1.3"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","5","Middle Eastern/Latin American/African","15","  0.6"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","6","Other ethnicity","33","  1.4"
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","Total","Total","2391",".."
2018,"Statistical Area 2","344800","Lindis-Nevis Valleys","Total stated","Total stated","2391","100.0"
2018,"Statistical Area 2","344900","Cromwell West","1","European","2736"," 89.8"
2018,"Statistical Area 2","344900","Cromwell West","2","Maori","291","  9.5"
2018,"Statistical Area 2","344900","Cromwell West","3","Pacific peoples","72","  2.4"
2018,"Statistical Area 2","344900","Cromwell West","4","Asian","111","  3.6"
2018,"Statistical Area 2","344900","Cromwell West","5","Middle Eastern/Latin American/African","48","  1.6"
2018,"Statistical Area 2","344900","Cromwell West","6","Other ethnicity","42","  1.4"
2018,"Statistical Area 2","344900","Cromwell West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","344900","Cromwell West","Total","Total","3048",".."
2018,"Statistical Area 2","344900","Cromwell West","Total stated","Total stated","3048","100.0"
2018,"Statistical Area 2","345000","Cromwell East","1","European","2319"," 90.5"
2018,"Statistical Area 2","345000","Cromwell East","2","Maori","219","  8.5"
2018,"Statistical Area 2","345000","Cromwell East","3","Pacific peoples","42","  1.6"
2018,"Statistical Area 2","345000","Cromwell East","4","Asian","105","  4.1"
2018,"Statistical Area 2","345000","Cromwell East","5","Middle Eastern/Latin American/African","24","  0.9"
2018,"Statistical Area 2","345000","Cromwell East","6","Other ethnicity","27","  1.1"
2018,"Statistical Area 2","345000","Cromwell East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345000","Cromwell East","Total","Total","2562",".."
2018,"Statistical Area 2","345000","Cromwell East","Total stated","Total stated","2562","100.0"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","1","European","1044"," 93.3"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","2","Maori","90","  8.0"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","3","Pacific peoples","6","  0.5"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","4","Asian","18","  1.6"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","5","Middle Eastern/Latin American/African","12","  1.1"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","6","Other ethnicity","12","  1.1"
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","Total","Total","1119",".."
2018,"Statistical Area 2","345100","Manuherikia-Ida Valleys","Total stated","Total stated","1119","100.0"
2018,"Statistical Area 2","345200","Earnscleugh","1","European","627"," 89.7"
2018,"Statistical Area 2","345200","Earnscleugh","2","Maori","39","  5.6"
2018,"Statistical Area 2","345200","Earnscleugh","3","Pacific peoples","54","  7.7"
2018,"Statistical Area 2","345200","Earnscleugh","4","Asian","15","  2.1"
2018,"Statistical Area 2","345200","Earnscleugh","5","Middle Eastern/Latin American/African","3","  0.4"
2018,"Statistical Area 2","345200","Earnscleugh","6","Other ethnicity","9","  1.3"
2018,"Statistical Area 2","345200","Earnscleugh","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345200","Earnscleugh","Total","Total","699",".."
2018,"Statistical Area 2","345200","Earnscleugh","Total stated","Total stated","699","100.0"
2018,"Statistical Area 2","345300","Dunstan-Galloway","1","European","1602"," 94.5"
2018,"Statistical Area 2","345300","Dunstan-Galloway","2","Maori","93","  5.5"
2018,"Statistical Area 2","345300","Dunstan-Galloway","3","Pacific peoples","27","  1.6"
2018,"Statistical Area 2","345300","Dunstan-Galloway","4","Asian","12","  0.7"
2018,"Statistical Area 2","345300","Dunstan-Galloway","5","Middle Eastern/Latin American/African","6","  0.4"
2018,"Statistical Area 2","345300","Dunstan-Galloway","6","Other ethnicity","39","  2.3"
2018,"Statistical Area 2","345300","Dunstan-Galloway","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345300","Dunstan-Galloway","Total","Total","1695",".."
2018,"Statistical Area 2","345300","Dunstan-Galloway","Total stated","Total stated","1695","100.0"
2018,"Statistical Area 2","345400","Clyde","1","European","1089"," 93.8"
2018,"Statistical Area 2","345400","Clyde","2","Maori","72","  6.2"
2018,"Statistical Area 2","345400","Clyde","3","Pacific peoples","21","  1.8"
2018,"Statistical Area 2","345400","Clyde","4","Asian","27","  2.3"
2018,"Statistical Area 2","345400","Clyde","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","345400","Clyde","6","Other ethnicity","21","  1.8"
2018,"Statistical Area 2","345400","Clyde","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345400","Clyde","Total","Total","1161",".."
2018,"Statistical Area 2","345400","Clyde","Total stated","Total stated","1161","100.0"
2018,"Statistical Area 2","345500","Alexandra North","1","European","2652"," 92.9"
2018,"Statistical Area 2","345500","Alexandra North","2","Maori","321"," 11.2"
2018,"Statistical Area 2","345500","Alexandra North","3","Pacific peoples","45","  1.6"
2018,"Statistical Area 2","345500","Alexandra North","4","Asian","72","  2.5"
2018,"Statistical Area 2","345500","Alexandra North","5","Middle Eastern/Latin American/African","9","  0.3"
2018,"Statistical Area 2","345500","Alexandra North","6","Other ethnicity","27","  0.9"
2018,"Statistical Area 2","345500","Alexandra North","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345500","Alexandra North","Total","Total","2856",".."
2018,"Statistical Area 2","345500","Alexandra North","Total stated","Total stated","2856","100.0"
2018,"Statistical Area 2","345600","Alexandra South","1","European","2445"," 93.5"
2018,"Statistical Area 2","345600","Alexandra South","2","Maori","216","  8.3"
2018,"Statistical Area 2","345600","Alexandra South","3","Pacific peoples","39","  1.5"
2018,"Statistical Area 2","345600","Alexandra South","4","Asian","63","  2.4"
2018,"Statistical Area 2","345600","Alexandra South","5","Middle Eastern/Latin American/African","3","  0.1"
2018,"Statistical Area 2","345600","Alexandra South","6","Other ethnicity","39","  1.5"
2018,"Statistical Area 2","345600","Alexandra South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345600","Alexandra South","Total","Total","2616",".."
2018,"Statistical Area 2","345600","Alexandra South","Total stated","Total stated","2616","100.0"
2018,"Statistical Area 2","345700","Maniototo","1","European","1485"," 90.8"
2018,"Statistical Area 2","345700","Maniototo","2","Maori","156","  9.5"
2018,"Statistical Area 2","345700","Maniototo","3","Pacific peoples","12","  0.7"
2018,"Statistical Area 2","345700","Maniototo","4","Asian","81","  5.0"
2018,"Statistical Area 2","345700","Maniototo","5","Middle Eastern/Latin American/African","6","  0.4"
2018,"Statistical Area 2","345700","Maniototo","6","Other ethnicity","12","  0.7"
2018,"Statistical Area 2","345700","Maniototo","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345700","Maniototo","Total","Total","1635",".."
2018,"Statistical Area 2","345700","Maniototo","Total stated","Total stated","1635","100.0"
2018,"Statistical Area 2","345800","Teviot Valley","1","European","1548"," 87.0"
2018,"Statistical Area 2","345800","Teviot Valley","2","Maori","177","  9.9"
2018,"Statistical Area 2","345800","Teviot Valley","3","Pacific peoples","147","  8.3"
2018,"Statistical Area 2","345800","Teviot Valley","4","Asian","39","  2.2"
2018,"Statistical Area 2","345800","Teviot Valley","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","345800","Teviot Valley","6","Other ethnicity","24","  1.3"
2018,"Statistical Area 2","345800","Teviot Valley","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345800","Teviot Valley","Total","Total","1779",".."
2018,"Statistical Area 2","345800","Teviot Valley","Total stated","Total stated","1779","100.0"
2018,"Statistical Area 2","345900","Outer Wanaka","1","European","384"," 96.2"
2018,"Statistical Area 2","345900","Outer Wanaka","2","Maori","42"," 10.5"
2018,"Statistical Area 2","345900","Outer Wanaka","3","Pacific peoples","0","  0.0"
2018,"Statistical Area 2","345900","Outer Wanaka","4","Asian","3","  0.8"
2018,"Statistical Area 2","345900","Outer Wanaka","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","345900","Outer Wanaka","6","Other ethnicity","3","  0.8"
2018,"Statistical Area 2","345900","Outer Wanaka","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","345900","Outer Wanaka","Total","Total","399",".."
2018,"Statistical Area 2","345900","Outer Wanaka","Total stated","Total stated","399","100.0"
2018,"Statistical Area 2","346000","Glenorchy","1","European","414"," 92.0"
2018,"Statistical Area 2","346000","Glenorchy","2","Maori","24","  5.3"
2018,"Statistical Area 2","346000","Glenorchy","3","Pacific peoples","9","  2.0"
2018,"Statistical Area 2","346000","Glenorchy","4","Asian","15","  3.3"
2018,"Statistical Area 2","346000","Glenorchy","5","Middle Eastern/Latin American/African","9","  2.0"
2018,"Statistical Area 2","346000","Glenorchy","6","Other ethnicity","6","  1.3"
2018,"Statistical Area 2","346000","Glenorchy","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","346000","Glenorchy","Total","Total","450",".."
2018,"Statistical Area 2","346000","Glenorchy","Total stated","Total stated","450","100.0"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","1","European","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","2","Maori","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","3","Pacific peoples","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","4","Asian","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","6","Other ethnicity","C","C"
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","Total","Total","0",".."
2018,"Statistical Area 2","346100","Inland water Lake Wanaka","Total stated","Total stated","C","C"
2018,"Statistical Area 2","346200","Outer Wakatipu","1","European","768"," 93.4"
2018,"Statistical Area 2","346200","Outer Wakatipu","2","Maori","51","  6.2"
2018,"Statistical Area 2","346200","Outer Wakatipu","3","Pacific peoples","6","  0.7"
2018,"Statistical Area 2","346200","Outer Wakatipu","4","Asian","21","  2.6"
2018,"Statistical Area 2","346200","Outer Wakatipu","5","Middle Eastern/Latin American/African","6","  0.7"
2018,"Statistical Area 2","346200","Outer Wakatipu","6","Other ethnicity","24","  2.9"
2018,"Statistical Area 2","346200","Outer Wakatipu","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","346200","Outer Wakatipu","Total","Total","822",".."
2018,"Statistical Area 2","346200","Outer Wakatipu","Total stated","Total stated","822","100.0"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","1","European","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","2","Maori","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","3","Pacific peoples","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","4","Asian","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","6","Other ethnicity","C","C"
2018,"Statistical Area 2","346300","Inland water Lake Hawea","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","346300","Inland water Lake Hawea","Total","Total","0",".."
2018,"Statistical Area 2","346300","Inland water Lake Hawea","Total stated","Total stated","C","C"
2018,"Statistical Area 2","346400","Cardrona","1","European","612"," 96.7"
2018,"Statistical Area 2","346400","Cardrona","2","Maori","30","  4.7"
2018,"Statistical Area 2","346400","Cardrona","3","Pacific peoples","6","  0.9"
2018,"Statistical Area 2","346400","Cardrona","4","Asian","9","  1.4"
2018,"Statistical Area 2","346400","Cardrona","5","Middle Eastern/Latin American/African","3","  0.5"
2018,"Statistical Area 2","346400","Cardrona","6","Other ethnicity","9","  1.4"
2018,"Statistical Area 2","346400","Cardrona","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","346400","Cardrona","Total","Total","633",".."
2018,"Statistical Area 2","346400","Cardrona","Total stated","Total stated","633","100.0"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","1","European","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","2","Maori","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","3","Pacific peoples","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","4","Asian","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","6","Other ethnicity","C","C"
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","Total","Total","0",".."
2018,"Statistical Area 2","346500","Inland water Lake Wakatipu","Total stated","Total stated","C","C"
2018,"Statistical Area 2","346600","Wanaka Waterfront","1","European","1962"," 92.5"
2018,"Statistical Area 2","346600","Wanaka Waterfront","2","Maori","93","  4.4"
2018,"Statistical Area 2","346600","Wanaka Waterfront","3","Pacific peoples","15","  0.7"
2018,"Statistical Area 2","346600","Wanaka Waterfront","4","Asian","129","  6.1"
2018,"Statistical Area 2","346600","Wanaka Waterfront","5","Middle Eastern/Latin American/African","21","  1.0"
2018,"Statistical Area 2","346600","Wanaka Waterfront","6","Other ethnicity","24","  1.1"
2018,"Statistical Area 2","346600","Wanaka Waterfront","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","346600","Wanaka Waterfront","Total","Total","2121",".."
2018,"Statistical Area 2","346600","Wanaka Waterfront","Total stated","Total stated","2121","100.0"
2018,"Statistical Area 2","346700","Wanaka North","1","European","2217"," 91.9"
2018,"Statistical Area 2","346700","Wanaka North","2","Maori","138","  5.7"
2018,"Statistical Area 2","346700","Wanaka North","3","Pacific peoples","12","  0.5"
